date,bitcoin,isPartial
2018-05-09,60,False
2018-05-10,58,False
2018-05-11,76,False
2018-05-12,53,False
2018-05-13,50,False
2018-05-14,61,False
2018-05-15,58,False
2018-05-16,59,False
2018-05-17,54,False
2018-05-18,53,False
2018-05-19,45,False
2018-05-20,47,False
2018-05-21,51,False
2018-05-22,56,False
2018-05-23,70,False
2018-05-24,68,False
2018-05-25,53,False
2018-05-26,44,False
2018-05-27,48,False
2018-05-28,50,False
2018-05-29,54,False
2018-05-30,50,False
2018-05-31,48,False
2018-06-01,45,False
2018-06-02,44,False
2018-06-03,44,False
2018-06-04,45,False
2018-06-05,47,False
2018-06-06,44,False
2018-06-07,44,False
2018-06-08,43,False
2018-06-09,41,False
2018-06-10,55,False
2018-06-11,85,False
2018-06-12,64,False
2018-06-13,77,False
2018-06-14,65,False
2018-06-15,50,False
2018-06-16,44,False
2018-06-17,43,False
2018-06-18,50,False
2018-06-19,48,False
2018-06-20,47,False
2018-06-21,44,False
2018-06-22,55,False
2018-06-23,50,False
2018-06-24,56,False
2018-06-25,52,False
2018-06-26,47,False
2018-06-27,45,False
2018-06-28,45,False
2018-06-29,59,False
2018-06-30,51,False
2018-07-01,54,False
2018-07-02,61,False
2018-07-03,58,False
2018-07-04,56,False
2018-07-05,58,False
2018-07-06,53,False
2018-07-07,46,False
2018-07-08,51,False
2018-07-09,52,False
2018-07-10,56,False
2018-07-11,51,False
2018-07-12,56,False
2018-07-13,54,False
2018-07-14,48,False
2018-07-15,47,False
2018-07-16,56,False
2018-07-17,76,False
2018-07-18,92,False
2018-07-19,69,False
2018-07-20,63,False
2018-07-21,56,False
2018-07-22,54,False
2018-07-23,64,False
2018-07-24,100,False
2018-07-25,89,False
2018-07-26,72,False
2018-07-27,71,False
2018-07-28,58,False
2018-07-29,55,False
2018-07-30,64,False
2018-07-31,65,False
2018-08-01,63,False
2018-08-02,58,False
2018-08-03,60,False
2018-08-04,59,False
2018-08-05,56,False
2018-08-06,60,False
2018-08-07,62,False
2018-08-08,84,False
2018-08-09,68,False
2018-08-10,62,False
2018-08-11,63,False
2018-08-12,56,False
2018-08-13,64,False
2018-08-14,88,False
2018-08-15,70,False
2018-08-16,62,False
2018-08-17,57,False
2018-08-18,52,False
2018-08-19,51,False
2018-08-20,54,False
2018-08-21,59,False
2018-08-22,65,False
2018-08-23,57,False
2018-08-24,54,False
2018-08-25,52,False
2018-08-26,50,False
2018-08-27,54,False
2018-08-28,67,False
2018-08-29,60,False
2018-08-30,56,False
2018-08-31,56,False
2018-09-01,54,False
2018-09-02,54,False
2018-09-03,55,False
2018-09-04,59,False
2018-09-05,79,False
2018-09-06,92,False
2018-09-07,64,False
2018-09-08,54,False
2018-09-09,52,False
2018-09-10,54,False
2018-09-11,59,False
2018-09-12,63,False
2018-09-13,60,False
2018-09-14,56,False
2018-09-15,50,False
2018-09-16,48,False
2018-09-17,52,False
2018-09-18,52,False
2018-09-19,53,False
2018-09-20,52,False
2018-09-21,57,False
2018-09-22,50,False
2018-09-23,50,False
2018-09-24,51,False
2018-09-25,51,False
2018-09-26,52,False
2018-09-27,51,False
2018-09-28,50,False
2018-09-29,45,False
2018-09-30,32,False
2018-10-01,32,False
2018-10-02,35,False
2018-10-03,34,False
2018-10-04,34,False
2018-10-05,32,False
2018-10-06,29,False
2018-10-07,28,False
2018-10-08,33,False
2018-10-09,33,False
2018-10-10,35,False
2018-10-11,44,False
2018-10-12,36,False
2018-10-13,32,False
2018-10-14,32,False
2018-10-15,40,False
2018-10-16,36,False
2018-10-17,34,False
2018-10-18,34,False
2018-10-19,33,False
2018-10-20,31,False
2018-10-21,30,False
2018-10-22,32,False
2018-10-23,32,False
2018-10-24,33,False
2018-10-25,32,False
2018-10-26,31,False
2018-10-27,28,False
2018-10-28,28,False
2018-10-29,32,False
2018-10-30,33,False
2018-10-31,34,False
2018-11-01,34,False
2018-11-02,33,False
2018-11-03,30,False
2018-11-04,33,False
2018-11-05,34,False
2018-11-06,35,False
2018-11-07,34,False
2018-11-08,33,False
2018-11-09,33,False
2018-11-10,30,False
2018-11-11,28,False
2018-11-12,32,False
2018-11-13,32,False
2018-11-14,55,False
2018-11-15,66,False
2018-11-16,43,False
2018-11-17,37,False
2018-11-18,36,False
2018-11-19,67,False
2018-11-20,100,False
2018-11-21,76,False
2018-11-22,49,False
2018-11-23,56,False
2018-11-24,46,False
2018-11-25,79,False
2018-11-26,81,False
2018-11-27,77,False
2018-11-28,66,False
2018-11-29,55,False
2018-11-30,47,False
2018-12-01,41,False
2018-12-02,36,False
2018-12-03,47,False
2018-12-04,45,False
2018-12-05,44,False
2018-12-06,47,False
2018-12-07,72,False
2018-12-08,46,False
2018-12-09,41,False
2018-12-10,44,False
2018-12-11,46,False
2018-12-12,42,False
2018-12-13,44,False
2018-12-14,47,False
2018-12-15,42,False
2018-12-16,39,False
2018-12-17,51,False
2018-12-18,50,False
2018-12-19,54,False
2018-12-20,57,False
2018-12-21,46,False
2018-12-22,39,False
2018-12-23,40,False
2018-12-24,46,False
2018-12-25,42,False
2018-12-26,41,False
2018-12-27,40,False
2018-12-28,40,False
2018-12-29,38,False
2018-12-30,88,False
2018-12-31,88,False
2019-01-01,88,False
2019-01-02,93,False
2019-01-03,92,False
2019-01-04,92,False
2019-01-05,84,False
2019-01-06,86,False
2019-01-07,90,False
2019-01-08,87,False
2019-01-09,90,False
2019-01-10,100,False
2019-01-11,92,False
2019-01-12,81,False
2019-01-13,82,False
2019-01-14,87,False
2019-01-15,86,False
2019-01-16,82,False
2019-01-17,79,False
2019-01-18,76,False
2019-01-19,76,False
2019-01-20,71,False
2019-01-21,75,False
2019-01-22,76,False
2019-01-23,77,False
2019-01-24,77,False
2019-01-25,74,False
2019-01-26,68,False
2019-01-27,70,False
2019-01-28,82,False
2019-01-29,80,False
2019-01-30,77,False
2019-01-31,73,False
2019-02-01,73,False
2019-02-02,68,False
2019-02-03,67,False
2019-02-04,76,False
2019-02-05,91,False
2019-02-06,85,False
2019-02-07,82,False
2019-02-08,86,False
2019-02-09,79,False
2019-02-10,75,False
2019-02-11,78,False
2019-02-12,76,False
2019-02-13,75,False
2019-02-14,74,False
2019-02-15,72,False
2019-02-16,65,False
2019-02-17,68,False
2019-02-18,85,False
2019-02-19,93,False
2019-02-20,85,False
2019-02-21,82,False
2019-02-22,81,False
2019-02-23,84,False
2019-02-24,95,False
2019-02-25,85,False
2019-02-26,77,False
2019-02-27,74,False
2019-02-28,74,False
2019-03-01,71,False
2019-03-02,64,False
2019-03-03,68,False
2019-03-04,73,False
2019-03-05,75,False
2019-03-06,74,False
2019-03-07,76,False
2019-03-08,72,False
2019-03-09,73,False
2019-03-10,69,False
2019-03-11,72,False
2019-03-12,73,False
2019-03-13,71,False
2019-03-14,68,False
2019-03-15,69,False
2019-03-16,72,False
2019-03-17,66,False
2019-03-18,73,False
2019-03-19,75,False
2019-03-20,77,False
2019-03-21,77,False
2019-03-22,75,False
2019-03-23,70,False
2019-03-24,62,False
2019-03-25,70,False
2019-03-26,68,False
2019-03-27,79,False
2019-03-28,72,False
2019-03-29,75,False
2019-03-30,70,False
2019-03-31,14,False
2019-04-01,16,False
2019-04-02,43,False
2019-04-03,45,False
2019-04-04,32,False
2019-04-05,23,False
2019-04-06,21,False
2019-04-07,21,False
2019-04-08,25,False
2019-04-09,22,False
2019-04-10,22,False
2019-04-11,22,False
2019-04-12,20,False
2019-04-13,18,False
2019-04-14,17,False
2019-04-15,20,False
2019-04-16,19,False
2019-04-17,20,False
2019-04-18,20,False
2019-04-19,19,False
2019-04-20,18,False
2019-04-21,18,False
2019-04-22,19,False
2019-04-23,26,False
2019-04-24,22,False
2019-04-25,20,False
2019-04-26,21,False
2019-04-27,17,False
2019-04-28,16,False
2019-04-29,17,False
2019-04-30,18,False
2019-05-01,17,False
2019-05-02,18,False
2019-05-03,23,False
2019-05-04,20,False
2019-05-05,20,False
2019-05-06,20,False
2019-05-07,24,False
2019-05-08,24,False
2019-05-09,28,False
2019-05-10,31,False
2019-05-11,42,False
2019-05-12,45,False
2019-05-13,53,False
2019-05-14,60,False
2019-05-15,49,False
2019-05-16,44,False
2019-05-17,46,False
2019-05-18,30,False
2019-05-19,36,False
2019-05-20,37,False
2019-05-21,36,False
2019-05-22,34,False
2019-05-23,30,False
2019-05-24,28,False
2019-05-25,24,False
2019-05-26,26,False
2019-05-27,44,False
2019-05-28,38,False
2019-05-29,36,False
2019-05-30,38,False
2019-05-31,35,False
2019-06-01,25,False
2019-06-02,26,False
2019-06-03,29,False
2019-06-04,36,False
2019-06-05,28,False
2019-06-06,27,False
2019-06-07,29,False
2019-06-08,21,False
2019-06-09,21,False
2019-06-10,25,False
2019-06-11,25,False
2019-06-12,25,False
2019-06-13,24,False
2019-06-14,26,False
2019-06-15,25,False
2019-06-16,34,False
2019-06-17,38,False
2019-06-18,38,False
2019-06-19,33,False
2019-06-20,34,False
2019-06-21,44,False
2019-06-22,71,False
2019-06-23,50,False
2019-06-24,51,False
2019-06-25,56,False
2019-06-26,100,False
2019-06-27,84,False
2019-06-28,64,False
2019-06-29,47,False
2019-06-30,82,False
2019-07-01,100,False
2019-07-02,96,False
2019-07-03,86,False
2019-07-04,84,False
2019-07-05,76,False
2019-07-06,58,False
2019-07-07,56,False
2019-07-08,75,False
2019-07-09,91,False
2019-07-10,95,False
2019-07-11,87,False
2019-07-12,83,False
2019-07-13,61,False
2019-07-14,66,False
2019-07-15,89,False
2019-07-16,90,False
2019-07-17,91,False
2019-07-18,83,False
2019-07-19,69,False
2019-07-20,56,False
2019-07-21,52,False
2019-07-22,61,False
2019-07-23,64,False
2019-07-24,69,False
2019-07-25,64,False
2019-07-26,52,False
2019-07-27,53,False
2019-07-28,48,False
2019-07-29,56,False
2019-07-30,58,False
2019-07-31,55,False
2019-08-01,55,False
2019-08-02,61,False
2019-08-03,50,False
2019-08-04,49,False
2019-08-05,85,False
2019-08-06,90,False
2019-08-07,76,False
2019-08-08,69,False
2019-08-09,64,False
2019-08-10,52,False
2019-08-11,48,False
2019-08-12,59,False
2019-08-13,62,False
2019-08-14,69,False
2019-08-15,75,False
2019-08-16,60,False
2019-08-17,47,False
2019-08-18,45,False
2019-08-19,57,False
2019-08-20,57,False
2019-08-21,61,False
2019-08-22,57,False
2019-08-23,51,False
2019-08-24,44,False
2019-08-25,43,False
2019-08-26,48,False
2019-08-27,51,False
2019-08-28,53,False
2019-08-29,60,False
2019-08-30,48,False
2019-08-31,40,False
2019-09-01,40,False
2019-09-02,50,False
2019-09-03,61,False
2019-09-04,54,False
2019-09-05,47,False
2019-09-06,48,False
2019-09-07,40,False
2019-09-08,39,False
2019-09-09,43,False
2019-09-10,43,False
2019-09-11,43,False
2019-09-12,43,False
2019-09-13,39,False
2019-09-14,37,False
2019-09-15,37,False
2019-09-16,40,False
2019-09-17,40,False
2019-09-18,39,False
2019-09-19,41,False
2019-09-20,39,False
2019-09-21,36,False
2019-09-22,35,False
2019-09-23,42,False
2019-09-24,65,False
2019-09-25,78,False
2019-09-26,72,False
2019-09-27,60,False
2019-09-28,44,False
2019-09-29,51,False
2019-09-30,65,False
2019-10-01,60,False
2019-10-02,56,False
2019-10-03,55,False
2019-10-04,50,False
2019-10-05,46,False
2019-10-06,47,False
2019-10-07,53,False
2019-10-08,51,False
2019-10-09,55,False
2019-10-10,51,False
2019-10-11,49,False
2019-10-12,44,False
2019-10-13,44,False
2019-10-14,47,False
2019-10-15,50,False
2019-10-16,51,False
2019-10-17,49,False
2019-10-18,47,False
2019-10-19,44,False
2019-10-20,44,False
2019-10-21,48,False
2019-10-22,46,False
2019-10-23,67,False
2019-10-24,59,False
2019-10-25,65,False
2019-10-26,100,False
2019-10-27,62,False
2019-10-28,75,False
2019-10-29,66,False
2019-10-30,57,False
2019-10-31,53,False
2019-11-01,51,False
2019-11-02,46,False
2019-11-03,46,False
2019-11-04,53,False
2019-11-05,54,False
2019-11-06,52,False
2019-11-07,48,False
2019-11-08,52,False
2019-11-09,46,False
2019-11-10,45,False
2019-11-11,48,False
2019-11-12,46,False
2019-11-13,48,False
2019-11-14,45,False
2019-11-15,45,False
2019-11-16,43,False
2019-11-17,44,False
2019-11-18,47,False
2019-11-19,51,False
2019-11-20,48,False
2019-11-21,60,False
2019-11-22,76,False
2019-11-23,52,False
2019-11-24,50,False
2019-11-25,76,False
2019-11-26,65,False
2019-11-27,59,False
2019-11-28,52,False
2019-11-29,48,False
2019-11-30,46,False
2019-12-01,46,False
2019-12-02,48,False
2019-12-03,46,False
2019-12-04,49,False
2019-12-05,47,False
2019-12-06,45,False
2019-12-07,43,False
2019-12-08,41,False
2019-12-09,44,False
2019-12-10,45,False
2019-12-11,45,False
2019-12-12,45,False
2019-12-13,45,False
2019-12-14,45,False
2019-12-15,42,False
2019-12-16,45,False
2019-12-17,58,False
2019-12-18,59,False
2019-12-19,56,False
2019-12-20,48,False
2019-12-21,44,False
2019-12-22,44,False
2019-12-23,51,False
2019-12-24,47,False
2019-12-25,46,False
2019-12-26,45,False
2019-12-27,45,False
2019-12-28,45,False
2019-12-29,21,False
2019-12-30,20,False
2019-12-31,21,False
2020-01-01,22,False
2020-01-02,22,False
2020-01-03,25,False
2020-01-04,22,False
2020-01-05,22,False
2020-01-06,25,False
2020-01-07,34,False
2020-01-08,38,False
2020-01-09,27,False
2020-01-10,26,False
2020-01-11,23,False
2020-01-12,22,False
2020-01-13,23,False
2020-01-14,38,False
2020-01-15,36,False
2020-01-16,29,False
2020-01-17,29,False
2020-01-18,26,False
2020-01-19,29,False
2020-01-20,27,False
2020-01-21,26,False
2020-01-22,24,False
2020-01-23,24,False
2020-01-24,23,False
2020-01-25,21,False
2020-01-26,20,False
2020-01-27,26,False
2020-01-28,31,False
2020-01-29,33,False
2020-01-30,33,False
2020-01-31,29,False
2020-02-01,24,False
2020-02-02,24,False
2020-02-03,25,False
2020-02-04,27,False
2020-02-05,31,False
2020-02-06,34,False
2020-02-07,29,False
2020-02-08,26,False
2020-02-09,41,False
2020-02-10,35,False
2020-02-11,37,False
2020-02-12,41,False
2020-02-13,37,False
2020-02-14,30,False
2020-02-15,28,False
2020-02-16,27,False
2020-02-17,32,False
2020-02-18,31,False
2020-02-19,33,False
2020-02-20,32,False
2020-02-21,28,False
2020-02-22,23,False
2020-02-23,24,False
2020-02-24,30,False
2020-02-25,29,False
2020-02-26,36,False
2020-02-27,34,False
2020-02-28,36,False
2020-02-29,26,False
2020-03-01,25,False
2020-03-02,29,False
2020-03-03,27,False
2020-03-04,28,False
2020-03-05,30,False
2020-03-06,29,False
2020-03-07,23,False
2020-03-08,26,False
2020-03-09,52,False
2020-03-10,40,False
2020-03-11,34,False
2020-03-12,74,False
2020-03-13,100,False
2020-03-14,65,False
2020-03-15,55,False
2020-03-16,72,False
2020-03-17,60,False
2020-03-18,56,False
2020-03-19,60,False
2020-03-20,59,False
2020-03-21,52,False
2020-03-22,44,False
2020-03-23,49,False
2020-03-24,49,False
2020-03-25,43,False
2020-03-26,40,False
2020-03-27,38,False
2020-03-28,39,False
2020-03-29,41,False
2020-03-30,43,False
2020-03-31,39,False
2020-04-01,38,False
2020-04-02,46,False
2020-04-03,41,False
2020-04-04,37,False
2020-04-05,34,False
2020-04-06,46,False
2020-04-07,46,False
2020-04-08,41,False
2020-04-09,39,False
2020-04-10,43,False
2020-04-11,40,False
2020-04-12,37,False
2020-04-13,42,False
2020-04-14,40,False
2020-04-15,38,False
2020-04-16,43,False
2020-04-17,39,False
2020-04-18,36,False
2020-04-19,36,False
2020-04-20,39,False
2020-04-21,38,False
2020-04-22,37,False
2020-04-23,42,False
2020-04-24,44,False
2020-04-25,40,False
2020-04-26,41,False
2020-04-27,42,False
2020-04-28,41,False
2020-04-29,62,False
2020-04-30,73,False
2020-05-01,54,False
2020-05-02,51,False
2020-05-03,51,False
2020-05-04,48,False
2020-05-05,49,False
2020-05-06,54,False
2020-05-07,68,False
2020-05-08,74,False
2020-05-09,65,False
2020-05-10,83,False
2020-05-11,100,False
2020-05-12,73,False
2020-05-13,62,False
2020-05-14,64,False
2020-05-15,54,False
2020-05-16,48,False
2020-05-17,50,False
2020-05-18,50,False
2020-05-19,45,False
2020-05-20,45,False
2020-05-21,49,False
2020-05-22,45,False
2020-05-23,39,False
2020-05-24,40,False
2020-05-25,45,False
2020-05-26,42,False
2020-05-27,41,False
2020-05-28,40,False
2020-05-29,39,False
2020-05-30,35,False
2020-05-31,35,False
2020-06-01,37,False
2020-06-02,53,False
2020-06-03,42,False
2020-06-04,39,False
2020-06-05,38,False
2020-06-06,32,False
2020-06-07,33,False
2020-06-08,37,False
2020-06-09,36,False
2020-06-10,37,False
2020-06-11,40,False
2020-06-12,37,False
2020-06-13,28,False
2020-06-14,28,False
2020-06-15,37,False
2020-06-16,36,False
2020-06-17,33,False
2020-06-18,31,False
2020-06-19,30,False
2020-06-20,27,False
2020-06-21,25,False
2020-06-22,33,False
2020-06-23,33,False
